{   'action_dim': 6,
    'alpha': 0.7,
Sync from RL --> Nevo
#Games: 5720 #Frames: 5720000  Train_Max: 13383.41  Test_Score: 13199.35  Avg: 13280.00  ENV:  HalfCheetah-v2  DDPG Reward: 13274.20  PG Loss: -1191.1597

#Games: 5731 #Frames: 5731000  Train_Max: 13286.15  Test_Score: 13301.80  Avg: 13267.44  ENV:  HalfCheetah-v2  DDPG Reward: 13233.62  PG Loss: -1192.3385

#Games: 5742 #Frames: 5742000  Train_Max: 13403.42  Test_Score: 13406.73  Avg: 13270.66  ENV:  HalfCheetah-v2  DDPG Reward: 13039.21  PG Loss: -1193.0618

#Games: 5753 #Frames: 5753000  Train_Max: 13231.15  Test_Score: 13417.40  Avg: 13285.08  ENV:  HalfCheetah-v2  DDPG Reward: 13383.28  PG Loss: -1193.1846

#Games: 5764 #Frames: 5764000  Train_Max: 13466.97  Test_Score: 13385.97  Avg: 13300.94  ENV:  HalfCheetah-v2  DDPG Reward: 13340.02  PG Loss: -1195.3979

#Games: 5775 #Frames: 5775000  Train_Max: 13230.27  Test_Score: 13451.53  Avg: 13308.81  ENV:  HalfCheetah-v2  DDPG Reward: 13196.73  PG Loss: -1196.6771

#Games: 5786 #Frames: 5786000  Train_Max: 13511.10  Test_Score: 13282.32  Avg: 13329.82  ENV:  HalfCheetah-v2  DDPG Reward: 13301.56  PG Loss: -1198.3934

#Games: 5797 #Frames: 5797000  Train_Max: 13347.32  Test_Score: 13398.36  Avg: 13326.93  ENV:  HalfCheetah-v2  DDPG Reward: 13038.83  PG Loss: -1200.3062

#Games: 5808 #Frames: 5808000  Train_Max: 13398.97  Test_Score: 13431.18  Avg: 13342.01  ENV:  HalfCheetah-v2  DDPG Reward: 13125.58  PG Loss: -1202.5836

Progress Saved
#Games: 5819 #Frames: 5819000  Train_Max: 13423.47  Test_Score: 13375.01  Avg: 13354.70  ENV:  HalfCheetah-v2  DDPG Reward: 13455.13  PG Loss: -1204.4286

Sync from RL --> Nevo
#Games: 5830 #Frames: 5830000  Train_Max: 13314.17  Test_Score: 13377.11  Avg: 13364.96  ENV:  HalfCheetah-v2  DDPG Reward: 13164.11  PG Loss: -1203.5809

#Games: 5841 #Frames: 5841000  Train_Max: 13334.21  Test_Score: 13380.85  Avg: 13382.74  ENV:  HalfCheetah-v2  DDPG Reward: 13228.87  PG Loss: -1203.5474

#Games: 5852 #Frames: 5852000  Train_Max: 13387.70  Test_Score: 13327.52  Avg: 13390.65  ENV:  HalfCheetah-v2  DDPG Reward: 13038.95  PG Loss: -1203.5773

#Games: 5863 #Frames: 5863000  Train_Max: 13327.77  Test_Score: 13319.99  Avg: 13382.72  ENV:  HalfCheetah-v2  DDPG Reward: 13266.17  PG Loss: -1205.2365

#Games: 5874 #Frames: 5874000  Train_Max: 13520.30  Test_Score: 13330.32  Avg: 13372.98  ENV:  HalfCheetah-v2  DDPG Reward: 13290.19  PG Loss: -1205.5193

#Games: 5885 #Frames: 5885000  Train_Max: 13296.84  Test_Score: 13340.62  Avg: 13367.42  ENV:  HalfCheetah-v2  DDPG Reward: 13319.05  PG Loss: -1205.4432

#Games: 5896 #Frames: 5896000  Train_Max: 13354.93  Test_Score: 13397.58  Avg: 13356.33  ENV:  HalfCheetah-v2  DDPG Reward: 13359.93  PG Loss: -1203.2523

#Games: 5907 #Frames: 5907000  Train_Max: 13283.60  Test_Score: 13440.58  Avg: 13367.85  ENV:  HalfCheetah-v2  DDPG Reward: 13322.38  PG Loss: -1203.9824

#Games: 5918 #Frames: 5918000  Train_Max: 13407.97  Test_Score: 13338.26  Avg: 13372.08  ENV:  HalfCheetah-v2  DDPG Reward: 13457.79  PG Loss: -1204.3248

#Games: 5929 #Frames: 5929000  Train_Max: 13303.84  Test_Score: 13357.93  Avg: 13362.78  ENV:  HalfCheetah-v2  DDPG Reward: 13254.04  PG Loss: -1202.9463

Sync from RL --> Nevo
#Games: 5940 #Frames: 5940000  Train_Max: 13432.65  Test_Score: 13366.26  Avg: 13361.08  ENV:  HalfCheetah-v2  DDPG Reward: 13317.71  PG Loss: -1203.5500

#Games: 5951 #Frames: 5951000  Train_Max: 13390.54  Test_Score: 13313.28  Avg: 13359.99  ENV:  HalfCheetah-v2  DDPG Reward: 13446.29  PG Loss: -1203.8673

#Games: 5962 #Frames: 5962000  Train_Max: 13409.68  Test_Score: 13273.96  Avg: 13353.23  ENV:  HalfCheetah-v2  DDPG Reward: 13398.16  PG Loss: -1201.6934

#Games: 5973 #Frames: 5973000  Train_Max: 13278.66  Test_Score: 13394.19  Avg: 13347.88  ENV:  HalfCheetah-v2  DDPG Reward: 13355.65  PG Loss: -1201.6251

#Games: 5984 #Frames: 5984000  Train_Max: 13335.95  Test_Score: 13370.57  Avg: 13355.30  ENV:  HalfCheetah-v2  DDPG Reward: 13324.11  PG Loss: -1201.5500

#Games: 5995 #Frames: 5995000  Train_Max: 13130.02  Test_Score: 13449.21  Avg: 13359.32  ENV:  HalfCheetah-v2  DDPG Reward: 13444.94  PG Loss: -1200.4927

#Games: 6006 #Frames: 6006000  Train_Max: 13337.44  Test_Score: 13331.36  Avg: 13370.18  ENV:  HalfCheetah-v2  DDPG Reward: 13375.97  PG Loss: -1200.6707

Progress Saved
/home/qxx/anaconda3/envs/DeepRL/lib/python3.7/site-packages/torch/cuda/__init__.py:104: UserWarning: 
NVIDIA GeForce RTX 3090 with CUDA capability sm_86 is not compatible with the current PyTorch installation.
The current PyTorch install supports CUDA capabilities sm_37 sm_50 sm_60 sm_70 sm_75.
If you want to use the NVIDIA GeForce RTX 3090 GPU with PyTorch, please check the instructions at https://pytorch.org/get-started/locally/

  warnings.warn(incompatible_device_warn.format(device_name, capability, " ".join(arch_list), device_name))
{   'action_dim': 3,
    'alpha': 0.7,
    'batch_size': 128,
    'beta_zero': 0.5,
    'buffer_size': 1000000,
    'crossover_prob': 0.0,
    'device': device(type='cuda'),
    'distil': True,
    'distil_type': 'fitness',
    'elite_fraction': 0.2,
    'env_name': 'Hopper-v2',
    'frac_frames_train': 1.0,
    'gamma': 0.99,
    'individual_bs': 8000,
    'learn_start': 15627.0,
    'ls': 128,
    'mutation_batch_size': 256,
    'mutation_mag': 0.02,
    'mutation_noise': False,
    'mutation_prob': 0.9,
    'next_save': 200,
    'ns': False,
    'ns_epochs': 10,
    'num_evals': 3,
    'num_frames': 4000000,
    'opstat': False,
    'opstat_freq': 1,
    'per': False,
    'pop_size': 10,
    'proximal_mut': True,
    'render': False,
    'replace_old': True,
    'rl_to_ea_synch_period': 1,
    'save_foldername': '20230506hopper002',
    'save_periodic': False,
    'seed': 7,
    'state_dim': 11,
    'tau': 0.001,
    'test_operators': False,
    'total_steps': 4000000,
    'use_done_mask': True,
    'use_ln': True,
    'verbose_crossover': False,
    'verbose_mut': False}
Running Hopper-v2  State_dim: 11  Action_dim: 3
Traceback (most recent call last):
  File "run_pderl.py", line 72, in <module>
    stats = agent.train()
  File "/data1/qxx/RL/pderl-master/core/agent.py", line 117, in train
    episode = self.evaluate(net, is_render=False, is_action_noise=False, net_index=i)
  File "/data1/qxx/RL/pderl-master/core/agent.py", line 56, in evaluate
    action = agent.actor.select_action(np.array(state))
  File "/data1/qxx/RL/pderl-master/core/ddpg.py", line 99, in select_action
    return self.forward(state).cpu().data.numpy().flatten()
  File "/data1/qxx/RL/pderl-master/core/ddpg.py", line 84, in forward
    out = self.w_l1(input)
  File "/home/qxx/anaconda3/envs/DeepRL/lib/python3.7/site-packages/torch/nn/modules/module.py", line 727, in _call_impl
    result = self.forward(*input, **kwargs)
  File "/home/qxx/anaconda3/envs/DeepRL/lib/python3.7/site-packages/torch/nn/modules/linear.py", line 93, in forward
    return F.linear(input, self.weight, self.bias)
  File "/home/qxx/anaconda3/envs/DeepRL/lib/python3.7/site-packages/torch/nn/functional.py", line 1690, in linear
    ret = torch.addmm(bias, input, weight.t())
RuntimeError: CUDA error: CUBLAS_STATUS_EXECUTION_FAILED when calling `cublasSgemm( handle, opa, opb, m, n, k, &alpha, a, lda, b, ldb, &beta, c, ldc)`
/home/qxx/anaconda3/envs/NDeepRL/lib/python3.9/site-packages/gym/envs/registration.py:14: PkgResourcesDeprecationWarning: Parameters to load are deprecated.  Call .resolve and .require separately.
  result = entry_point.load(False)
[33mWARN: gym.spaces.Box autodetected dtype as <class 'numpy.float32'>. Please provide explicit dtype.[0m
[33mWARN: gym.spaces.Box autodetected dtype as <class 'numpy.float32'>. Please provide explicit dtype.[0m
{   'action_dim': 3,
    'alpha': 0.7,
    'batch_size': 128,
    'beta_zero': 0.5,
    'buffer_size': 1000000,
    'crossover_prob': 0.0,
    'device': device(type='cuda'),
    'distil': True,
    'distil_type': 'fitness',
    'elite_fraction': 0.2,
    'env_name': 'Hopper-v2',
    'frac_frames_train': 1.0,
    'gamma': 0.99,
    'individual_bs': 8000,
    'learn_start': 15627.0,
    'ls': 128,
    'mutation_batch_size': 256,
    'mutation_mag': 0.02,
    'mutation_noise': False,
    'mutation_prob': 0.9,
    'next_save': 200,
    'ns': False,
    'ns_epochs': 10,
    'num_evals': 3,
    'num_frames': 4000000,
    'opstat': False,
    'opstat_freq': 1,
    'per': False,
    'pop_size': 10,
    'proximal_mut': True,
    'render': False,
    'replace_old': True,
    'rl_to_ea_synch_period': 1,
    'save_foldername': '20230506hopper002',
    'save_periodic': False,
    'seed': 7,
    'state_dim': 11,
    'tau': 0.001,
    'test_operators': False,
    'total_steps': 4000000,
    'use_done_mask': True,
    'use_ln': True,
    'verbose_crossover': False,
    'verbose_mut': False}
Running Hopper-v2  State_dim: 11  Action_dim: 3
Sync from RL --> Nevo
#Games: 31 #Frames: 1439  Train_Max: 151.42  Test_Score: 159.52  Avg: 0.00  ENV:  Hopper-v2  DDPG Reward: 68.95  PG Loss: -2.8483

Sync from RL --> Nevo
#Games: 62 #Frames: 3275  Train_Max: 242.11  Test_Score: 242.70  Avg: 159.52  ENV:  Hopper-v2  DDPG Reward: 43.28  PG Loss: -5.5406

Sync from RL --> Nevo
#Games: 93 #Frames: 6127  Train_Max: 242.52  Test_Score: 242.02  Avg: 201.11  ENV:  Hopper-v2  DDPG Reward: 42.63  PG Loss: -9.1236

Sync from RL --> Nevo
#Games: 124 #Frames: 8435  Train_Max: 241.52  Test_Score: 242.01  Avg: 214.74  ENV:  Hopper-v2  DDPG Reward: 97.09  PG Loss: -13.8840

Sync from RL --> Nevo
#Games: 155 #Frames: 11825  Train_Max: 286.87  Test_Score: 286.16  Avg: 221.56  ENV:  Hopper-v2  DDPG Reward: 207.37  PG Loss: -20.4959

Sync from RL --> Nevo
#Games: 186 #Frames: 14569  Train_Max: 296.99  Test_Score: 299.52  Avg: 234.48  ENV:  Hopper-v2  DDPG Reward: 208.66  PG Loss: -27.4130

Sync from RL --> Nevo
#Games: 217 #Frames: 18201  Train_Max: 299.02  Test_Score: 298.20  Avg: 245.32  ENV:  Hopper-v2  DDPG Reward: 254.15  PG Loss: -34.5261

Progress Saved
Sync from RL --> Nevo
#Games: 248 #Frames: 21878  Train_Max: 301.48  Test_Score: 300.53  Avg: 252.87  ENV:  Hopper-v2  DDPG Reward: 170.16  PG Loss: -41.9571

Sync from RL --> Nevo
#Games: 279 #Frames: 25748  Train_Max: 319.30  Test_Score: 320.96  Avg: 258.83  ENV:  Hopper-v2  DDPG Reward: 81.75  PG Loss: -49.6066

Sync from RL --> Nevo
#Games: 310 #Frames: 29690  Train_Max: 333.11  Test_Score: 340.93  Avg: 265.73  ENV:  Hopper-v2  DDPG Reward: 176.85  PG Loss: -57.3108

Sync from RL --> Nevo
#Games: 341 #Frames: 34009  Train_Max: 335.88  Test_Score: 342.23  Avg: 273.25  ENV:  Hopper-v2  DDPG Reward: 153.91  PG Loss: -64.6371

Sync from RL --> Nevo
#Games: 372 #Frames: 38697  Train_Max: 343.27  Test_Score: 336.07  Avg: 291.52  ENV:  Hopper-v2  DDPG Reward: 281.25  PG Loss: -72.1889

Sync from RL --> Nevo
#Games: 403 #Frames: 44519  Train_Max: 439.36  Test_Score: 425.98  Avg: 300.86  ENV:  Hopper-v2  DDPG Reward: 253.99  PG Loss: -80.5916

Progress Saved
Sync from RL --> Nevo
#Games: 434 #Frames: 50295  Train_Max: 414.59  Test_Score: 441.80  Avg: 319.26  ENV:  Hopper-v2  DDPG Reward: 276.80  PG Loss: -89.0716

Sync from RL --> Nevo
#Games: 465 #Frames: 57949  Train_Max: 697.27  Test_Score: 696.71  Avg: 339.24  ENV:  Hopper-v2  DDPG Reward: 282.50  PG Loss: -98.1654

Sync from RL --> Nevo
#Games: 496 #Frames: 67455  Train_Max: 812.18  Test_Score: 822.18  Avg: 380.29  ENV:  Hopper-v2  DDPG Reward: 283.85  PG Loss: -110.3717

Sync from RL --> Nevo
#Games: 527 #Frames: 80546  Train_Max: 883.49  Test_Score: 875.10  Avg: 432.56  ENV:  Hopper-v2  DDPG Reward: 276.77  PG Loss: -125.3845

Sync from RL --> Nevo
#Games: 558 #Frames: 93464  Train_Max: 979.64  Test_Score: 955.41  Avg: 490.25  ENV:  Hopper-v2  DDPG Reward: 283.40  PG Loss: -142.6769

Sync from RL --> Nevo
#Games: 589 #Frames: 102695  Train_Max: 1016.44  Test_Score: 1032.52  Avg: 555.74  ENV:  Hopper-v2  DDPG Reward: 237.51  PG Loss: -156.1894

Sync from RL --> Nevo
#Games: 620 #Frames: 113449  Train_Max: 956.99  Test_Score: 958.80  Avg: 626.89  ENV:  Hopper-v2  DDPG Reward: 262.55  PG Loss: -168.8165

Progress Saved
Sync from RL --> Nevo
#Games: 651 #Frames: 129587  Train_Max: 956.79  Test_Score: 898.57  Avg: 688.68  ENV:  Hopper-v2  DDPG Reward: 276.35  PG Loss: -187.8185

Sync from RL --> Nevo
#Games: 682 #Frames: 146319  Train_Max: 1033.16  Test_Score: 973.03  Avg: 744.31  ENV:  Hopper-v2  DDPG Reward: 377.00  PG Loss: -202.9990

Sync from RL --> Nevo
#Games: 713 #Frames: 161202  Train_Max: 960.83  Test_Score: 970.15  Avg: 808.01  ENV:  Hopper-v2  DDPG Reward: 356.03  PG Loss: -213.6403

Sync from RL --> Nevo
#Games: 744 #Frames: 177098  Train_Max: 913.53  Test_Score: 919.22  Avg: 862.43  ENV:  Hopper-v2  DDPG Reward: 228.87  PG Loss: -228.5525

Sync from RL --> Nevo
#Games: 775 #Frames: 188605  Train_Max: 947.70  Test_Score: 922.32  Avg: 910.17  ENV:  Hopper-v2  DDPG Reward: 541.10  PG Loss: -232.0056

Sync from RL --> Nevo
#Games: 806 #Frames: 202171  Train_Max: 893.01  Test_Score: 886.06  Avg: 932.73  ENV:  Hopper-v2  DDPG Reward: 458.70  PG Loss: -232.6697

Progress Saved
Sync from RL --> Nevo
#Games: 837 #Frames: 217024  Train_Max: 983.97  Test_Score: 809.77  Avg: 939.12  ENV:  Hopper-v2  DDPG Reward: 588.93  PG Loss: -237.7211

Sync from RL --> Nevo
#Games: 868 #Frames: 227880  Train_Max: 804.25  Test_Score: 894.53  Avg: 932.58  ENV:  Hopper-v2  DDPG Reward: 558.19  PG Loss: -239.8253

Sync from RL --> Nevo
#Games: 899 #Frames: 236134  Train_Max: 917.83  Test_Score: 923.26  Avg: 926.50  ENV:  Hopper-v2  DDPG Reward: 346.22  PG Loss: -240.5061

Sync from RL --> Nevo
#Games: 930 #Frames: 246203  Train_Max: 959.48  Test_Score: 945.97  Avg: 915.57  ENV:  Hopper-v2  DDPG Reward: 113.07  PG Loss: -244.4077

Sync from RL --> Nevo
#Games: 961 #Frames: 254180  Train_Max: 838.57  Test_Score: 895.45  Avg: 914.29  ENV:  Hopper-v2  DDPG Reward: 341.43  PG Loss: -246.2966

Sync from RL --> Nevo
#Games: 992 #Frames: 264590  Train_Max: 953.33  Test_Score: 907.81  Avg: 913.98  ENV:  Hopper-v2  DDPG Reward: 332.44  PG Loss: -248.0610

Sync from RL --> Nevo
#Games: 1023 #Frames: 275713  Train_Max: 904.98  Test_Score: 943.98  Avg: 907.46  ENV:  Hopper-v2  DDPG Reward: 381.52  PG Loss: -248.4361

Progress Saved
Sync from RL --> Nevo
#Games: 1054 #Frames: 288970  Train_Max: 1044.79  Test_Score: 1043.50  Avg: 904.84  ENV:  Hopper-v2  DDPG Reward: 429.58  PG Loss: -247.5224

Sync from RL --> Nevo
#Games: 1085 #Frames: 298162  Train_Max: 901.46  Test_Score: 759.93  Avg: 917.27  ENV:  Hopper-v2  DDPG Reward: 48.45  PG Loss: -250.1608

Sync from RL --> Nevo
#Games: 1116 #Frames: 306896  Train_Max: 1043.69  Test_Score: 1043.93  Avg: 901.03  ENV:  Hopper-v2  DDPG Reward: 667.49  PG Loss: -253.3214

Sync from RL --> Nevo
#Games: 1147 #Frames: 315462  Train_Max: 1044.53  Test_Score: 866.34  Avg: 916.81  ENV:  Hopper-v2  DDPG Reward: 455.45  PG Loss: -258.5095

Sync from RL --> Nevo
#Games: 1178 #Frames: 326074  Train_Max: 952.65  Test_Score: 951.43  Avg: 922.47  ENV:  Hopper-v2  DDPG Reward: 456.23  PG Loss: -263.2714

Sync from RL --> Nevo
#Games: 1209 #Frames: 336229  Train_Max: 969.93  Test_Score: 945.84  Avg: 928.16  ENV:  Hopper-v2  DDPG Reward: 472.48  PG Loss: -268.3543

Progress Saved
Sync from RL --> Nevo
#Games: 1240 #Frames: 345270  Train_Max: 657.00  Test_Score: 734.43  Avg: 930.42  ENV:  Hopper-v2  DDPG Reward: 513.08  PG Loss: -272.6210

Sync from RL --> Nevo
#Games: 1271 #Frames: 356432  Train_Max: 985.73  Test_Score: 831.56  Avg: 909.26  ENV:  Hopper-v2  DDPG Reward: 623.95  PG Loss: -278.0992

Sync from RL --> Nevo
#Games: 1302 #Frames: 366043  Train_Max: 965.04  Test_Score: 758.92  Avg: 902.87  ENV:  Hopper-v2  DDPG Reward: 551.38  PG Loss: -282.9576

Sync from RL --> Nevo
#Games: 1333 #Frames: 377103  Train_Max: 1018.40  Test_Score: 1019.57  Avg: 887.99  ENV:  Hopper-v2  DDPG Reward: 581.11  PG Loss: -286.2541

Sync from RL --> Nevo
#Games: 1364 #Frames: 391603  Train_Max: 1023.94  Test_Score: 1023.26  Avg: 895.54  ENV:  Hopper-v2  DDPG Reward: 533.43  PG Loss: -290.7733

Sync from RL --> Nevo
#Games: 1395 #Frames: 403609  Train_Max: 1024.05  Test_Score: 1023.09  Avg: 893.52  ENV:  Hopper-v2  DDPG Reward: 687.21  PG Loss: -298.1865

Sync from RL --> Nevo
#Games: 1426 #Frames: 420292  Train_Max: 1023.59  Test_Score: 1023.79  Avg: 919.84  ENV:  Hopper-v2  DDPG Reward: 658.93  PG Loss: -303.0736

Progress Saved
Sync from RL --> Nevo
#Games: 1457 #Frames: 440781  Train_Max: 1027.29  Test_Score: 1026.84  Avg: 917.82  ENV:  Hopper-v2  DDPG Reward: 443.41  PG Loss: -306.4315

Sync from RL --> Nevo
#Games: 1488 #Frames: 461633  Train_Max: 1028.70  Test_Score: 1028.61  Avg: 933.87  ENV:  Hopper-v2  DDPG Reward: 445.90  PG Loss: -313.9733

Sync from RL --> Nevo
#Games: 1519 #Frames: 483184  Train_Max: 1027.78  Test_Score: 1027.62  Avg: 941.59  ENV:  Hopper-v2  DDPG Reward: 346.98  PG Loss: -320.0920

Sync from RL --> Nevo
#Games: 1550 #Frames: 504236  Train_Max: 1028.59  Test_Score: 1027.19  Avg: 949.77  ENV:  Hopper-v2  DDPG Reward: 567.25  PG Loss: -328.6388

Sync from RL --> Nevo
#Games: 1581 #Frames: 525481  Train_Max: 1027.33  Test_Score: 1028.70  Avg: 979.04  ENV:  Hopper-v2  DDPG Reward: 613.84  PG Loss: -334.3505

Sync from RL --> Nevo
#Games: 1612 #Frames: 543449  Train_Max: 1025.59  Test_Score: 1023.82  Avg: 998.76  ENV:  Hopper-v2  DDPG Reward: 439.76  PG Loss: -339.3057

Progress Saved
Sync from RL --> Nevo
#Games: 1643 #Frames: 558847  Train_Max: 1026.06  Test_Score: 1025.48  Avg: 1025.25  ENV:  Hopper-v2  DDPG Reward: 360.80  PG Loss: -341.1343

Sync from RL --> Nevo
#Games: 1674 #Frames: 573627  Train_Max: 1025.85  Test_Score: 1028.10  Avg: 1025.84  ENV:  Hopper-v2  DDPG Reward: 471.09  PG Loss: -338.6842

Sync from RL --> Nevo
#Games: 1705 #Frames: 588481  Train_Max: 1027.82  Test_Score: 1025.74  Avg: 1026.32  ENV:  Hopper-v2  DDPG Reward: 289.64  PG Loss: -337.4532

Sync from RL --> Nevo
#Games: 1736 #Frames: 606491  Train_Max: 1027.08  Test_Score: 1026.99  Avg: 1026.59  ENV:  Hopper-v2  DDPG Reward: 616.85  PG Loss: -332.1241

Sync from RL --> Nevo
#Games: 1767 #Frames: 627854  Train_Max: 1026.77  Test_Score: 1027.28  Avg: 1026.91  ENV:  Hopper-v2  DDPG Reward: 719.49  PG Loss: -327.9712

Sync from RL --> Nevo
#Games: 1798 #Frames: 646719  Train_Max: 1026.59  Test_Score: 1026.07  Avg: 1026.95  ENV:  Hopper-v2  DDPG Reward: 919.84  PG Loss: -326.2673

Sync from RL --> Nevo
#Games: 1829 #Frames: 665234  Train_Max: 1028.86  Test_Score: 1026.77  Avg: 1026.70  ENV:  Hopper-v2  DDPG Reward: 682.73  PG Loss: -324.8749

Progress Saved
Sync from RL --> Nevo
#Games: 1860 #Frames: 684309  Train_Max: 1026.74  Test_Score: 1028.06  Avg: 1026.61  ENV:  Hopper-v2  DDPG Reward: 592.79  PG Loss: -323.6988

Sync from RL --> Nevo
#Games: 1891 #Frames: 701536  Train_Max: 1028.06  Test_Score: 1026.51  Avg: 1026.70  ENV:  Hopper-v2  DDPG Reward: 2578.02  PG Loss: -325.0645

Sync from RL --> Nevo
#Games: 1922 #Frames: 722344  Train_Max: 2576.76  Test_Score: 2595.22  Avg: 1026.48  ENV:  Hopper-v2  DDPG Reward: 275.92  PG Loss: -324.7945

Sync from RL --> Nevo
#Games: 1953 #Frames: 733203  Train_Max: 2593.12  Test_Score: 2577.42  Avg: 1183.62  ENV:  Hopper-v2  DDPG Reward: 517.64  PG Loss: -321.4593

Sync from RL --> Nevo
#Games: 1984 #Frames: 755964  Train_Max: 2743.93  Test_Score: 2711.85  Avg: 1338.82  ENV:  Hopper-v2  DDPG Reward: 2733.56  PG Loss: -319.2395

Sync from RL --> Nevo
#Games: 2015 #Frames: 781502  Train_Max: 2720.48  Test_Score: 2735.28  Avg: 1507.19  ENV:  Hopper-v2  DDPG Reward: 775.75  PG Loss: -318.9995

Progress Saved
Sync from RL --> Nevo
#Games: 2046 #Frames: 809519  Train_Max: 2815.95  Test_Score: 2820.08  Avg: 1678.15  ENV:  Hopper-v2  DDPG Reward: 172.96  PG Loss: -325.8619

Sync from RL --> Nevo
#Games: 2077 #Frames: 833556  Train_Max: 2854.66  Test_Score: 2848.52  Avg: 1857.46  ENV:  Hopper-v2  DDPG Reward: 60.88  PG Loss: -330.9967

Sync from RL --> Nevo
#Games: 2108 #Frames: 860707  Train_Max: 2909.89  Test_Score: 2913.46  Avg: 2039.58  ENV:  Hopper-v2  DDPG Reward: 996.37  PG Loss: -330.6855

Sync from RL --> Nevo
#Games: 2139 #Frames: 888201  Train_Max: 2933.15  Test_Score: 2939.98  Avg: 2228.32  ENV:  Hopper-v2  DDPG Reward: 406.68  PG Loss: -324.7722

Sync from RL --> Nevo
#Games: 2170 #Frames: 910165  Train_Max: 2944.70  Test_Score: 2937.51  Avg: 2419.64  ENV:  Hopper-v2  DDPG Reward: 1724.49  PG Loss: -321.1944

Sync from RL --> Nevo
#Games: 2201 #Frames: 936824  Train_Max: 2941.89  Test_Score: 2767.02  Avg: 2610.58  ENV:  Hopper-v2  DDPG Reward: 909.51  PG Loss: -321.4243

Progress Saved
Sync from RL --> Nevo
#Games: 2232 #Frames: 962190  Train_Max: 2935.00  Test_Score: 2931.98  Avg: 2784.63  ENV:  Hopper-v2  DDPG Reward: 125.17  PG Loss: -322.7740

Sync from RL --> Nevo
#Games: 2263 #Frames: 989436  Train_Max: 2989.37  Test_Score: 2723.45  Avg: 2818.31  ENV:  Hopper-v2  DDPG Reward: 776.04  PG Loss: -325.1244

Sync from RL --> Nevo
#Games: 2294 #Frames: 1015055  Train_Max: 2981.14  Test_Score: 2922.81  Avg: 2832.91  ENV:  Hopper-v2  DDPG Reward: 698.31  PG Loss: -329.5265

Sync from RL --> Nevo
#Games: 2325 #Frames: 1042958  Train_Max: 3062.43  Test_Score: 3060.86  Avg: 2854.01  ENV:  Hopper-v2  DDPG Reward: 824.58  PG Loss: -340.4906

Sync from RL --> Nevo
#Games: 2356 #Frames: 1071036  Train_Max: 3107.02  Test_Score: 3102.65  Avg: 2886.57  ENV:  Hopper-v2  DDPG Reward: 474.64  PG Loss: -350.0931

Sync from RL --> Nevo
#Games: 2387 #Frames: 1093617  Train_Max: 3092.78  Test_Score: 3098.82  Avg: 2914.82  ENV:  Hopper-v2  DDPG Reward: 114.69  PG Loss: -359.9655

Sync from RL --> Nevo
#Games: 2418 #Frames: 1118800  Train_Max: 3147.06  Test_Score: 2957.46  Avg: 2939.85  ENV:  Hopper-v2  DDPG Reward: 357.29  PG Loss: -369.0999

Progress Saved
Sync from RL --> Nevo
#Games: 2449 #Frames: 1146066  Train_Max: 3144.73  Test_Score: 3142.55  Avg: 2944.25  ENV:  Hopper-v2  DDPG Reward: 275.63  PG Loss: -371.4449

Sync from RL --> Nevo
#Games: 2480 #Frames: 1170577  Train_Max: 3164.63  Test_Score: 3158.72  Avg: 2964.51  ENV:  Hopper-v2  DDPG Reward: 1041.87  PG Loss: -369.1180

Sync from RL --> Nevo
#Games: 2511 #Frames: 1195720  Train_Max: 3163.86  Test_Score: 3162.57  Avg: 2986.63  ENV:  Hopper-v2  DDPG Reward: 666.31  PG Loss: -364.8038

Sync from RL --> Nevo
#Games: 2542 #Frames: 1220174  Train_Max: 3195.10  Test_Score: 3195.47  Avg: 3026.19  ENV:  Hopper-v2  DDPG Reward: 935.58  PG Loss: -363.6655

Sync from RL --> Nevo
#Games: 2573 #Frames: 1243148  Train_Max: 3198.98  Test_Score: 3198.45  Avg: 3052.54  ENV:  Hopper-v2  DDPG Reward: 240.91  PG Loss: -369.8426
